"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"768","VF OUTLET, INC.","72.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0290369","Open","101793","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002853","","101793","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","CT","0029","0029",
"769","VF OUTLET, INC.","39.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0300309","Open","101794","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002854","","101794","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","IN","0030","0030",
"770","VF OUTLET, INC.","72.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0300369","Open","101795","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002854","","101795","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","IN","0030","0030",
"771","VF OUTLET, INC.","78.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0320309","Open","101796","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002856","","101796","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","IL","0032","0032",
"772","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0320369","Open","101797","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002856","","101797","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","IL","0032","0032",
"773","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0330309","Open","101798","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002857","","101798","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","FL","0033","0033",
"774","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0330369","Open","101799","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002857","","101799","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","FL","0033","0033",
"775","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0340309","Open","101800","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002858","","101800","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","KS","0034","0034",
"776","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0340369","Open","101801","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002858","","101801","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","KS","0034","0034",
"777","VF OUTLET, INC.","78.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0350309","Open","101802","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002859","","101802","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","AZ","0035","0035",
"778","VF OUTLET, INC.","144.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0350369","Open","101803","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002859","","101803","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","AZ","0035","0035",
"779","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0360309","Open","101804","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002860","","101804","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","WA","0036","0036",
"780","VF OUTLET, INC.","144.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0360369","Open","101805","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002860","","101805","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","WA","0036","0036",
"781","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0370309","Open","101806","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002861","","101806","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","AL","0037","0037",
"782","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0370369","Open","101807","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002861","","101807","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","AL","0037","0037",
"783","VF OUTLET, INC.","78.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0390309","Open","101808","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002863","","101808","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","FL","0039","0039",
"784","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0390369","Open","101809","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002863","","101809","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","FL","0039","0039",
"785","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0410309","Open","101810","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002865","","101810","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","AL","0041","0041",
"786","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0410369","Open","101811","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002865","","101811","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","AL","0041","0041",
"787","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0430309","Open","101812","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002866","","101812","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","MI","0043","0043",
"788","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0430369","Open","101813","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002866","","101813","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","MI","0043","0043",
"789","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0450309","Open","101814","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002868","","101814","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","IL","0045","0045",
"790","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0450369","Open","101815","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002868","","101815","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","IL","0045","0045",
"791","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0460309","Open","101816","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002869","","101816","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","NJ","0046","0046",
"792","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0460369","Open","101817","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002869","","101817","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","NJ","0046","0046",
"793","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0470309","Open","101818","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002870","","101818","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","CA","0047","0047",
"794","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0470369","Open","101819","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002870","","101819","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","CA","0047","0047",
"795","VF OUTLET, INC.","78.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0480309","Open","101820","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002871","","101820","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","SC","0048","0048",
"796","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0480369","Open","101821","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002871","","101821","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","SC","0048","0048",
"797","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0490309","Open","101822","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002872","","101822","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","FL","0049","0049",
"798","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0490369","Open","101823","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002872","","101823","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","FL","0049","0049",
"799","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0520309","Open","101824","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002873","","101824","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","WA","0052","0052",
"800","VF OUTLET, INC.","144.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0520369","Open","101825","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002873","","101825","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","WA","0052","0052",
"801","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0530309","Open","101826","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002874","","101826","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","MS","0053","0053",
"802","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0530369","Open","101827","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002874","","101827","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","MS","0053","0053",
"803","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0540309","Open","101828","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002875","","101828","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","GA","0054","0054",
"804","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0540369","Open","101829","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002875","","101829","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","GA","0054","0054",
"805","VF OUTLET, INC.","78.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0560309","Open","101830","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002876","","101830","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","PA","0056","0056",
